ID,Email,First Name,Last Name,Phone,Account Number,Password Hash,Is Active,Is Verified,Created
69,josephopiyo545@gmail.com,Joseph,Opiyo,+25476093679,500057,pbkdf2_sha256$1000000$WdhNxF2eKvej5TBxgYcFNw$CmGOl...,True,True,2026-03-11 12:00:34.382475+00:00
68,brianchebet709@gmail.com,Brian,Chebet,+25477979023,500056,pbkdf2_sha256$1000000$uogGkkStKwcnqPfyeq8Cjq$Uf4HP...,True,True,2026-03-11 12:00:30.479912+00:00
67,patrickachieng961@gmail.com,Patrick,Achieng,+25471313541,500055,pbkdf2_sha256$1000000$AhxfXA3qIA5eE9gKo0kB6t$Vypaw...,True,True,2026-03-11 12:00:26.615397+00:00
66,lucyouma360@gmail.com,Lucy,Ouma,+25474788934,500054,pbkdf2_sha256$1000000$yrF1carNPv0LyCQkuRPDvU$Yj8xi...,True,True,2026-03-11 12:00:22.749825+00:00
65,ericouma36@gmail.com,Eric,Ouma,+25477263545,500053,pbkdf2_sha256$1000000$U5NMx4LKHXVIIajBHVLoLD$8VScE...,True,True,2026-03-11 12:00:18.903741+00:00
64,johnopiyo873@gmail.com,John,Opiyo,+25477740050,500052,pbkdf2_sha256$1000000$DjdsQfCcl8WFmQBXj8tDaH$DRV9R...,True,True,2026-03-11 12:00:15.066935+00:00
63,michaelotieno454@gmail.com,Michael,Otieno,+25477155301,500051,pbkdf2_sha256$1000000$V6tQNP4npqYaxlGs8Hs8K0$c7lhN...,True,True,2026-03-11 12:00:11.222074+00:00
62,kevinotieno895@gmail.com,Kevin,Otieno,+25475097490,500050,pbkdf2_sha256$1000000$c0RJEQvDXRfJgm0l5duVyt$wTIUz...,True,True,2026-03-11 12:00:07.363677+00:00
61,faithwekesa558@gmail.com,Faith,Wekesa,+25474462550,500049,pbkdf2_sha256$1000000$gjiThSsnXoHwEnTFlMER5E$5Jyed...,True,True,2026-03-11 12:00:03.445778+00:00
60,dianaotieno950@gmail.com,Diana,Otieno,+25476136145,500048,pbkdf2_sha256$1000000$S7KxuDPkCyxtUA6rQ3uv7r$JthxR...,True,True,2026-03-11 11:59:59.622639+00:00
59,annowuor857@gmail.com,Ann,Owuor,+25473104040,500047,pbkdf2_sha256$1000000$pVn7wXuy1lq4JQzy3zomiP$1CZqV...,True,True,2026-03-11 11:59:55.788420+00:00
58,dianaouma719@gmail.com,Diana,Ouma,+25479448521,500046,pbkdf2_sha256$1000000$t22sI6tR1RIcVoP6Trmv7W$xNGL3...,True,True,2026-03-11 11:59:51.981241+00:00
57,carolineodero145@gmail.com,Caroline,Odero,+25475625916,500045,pbkdf2_sha256$1000000$xCxIv0CYZQSGqKdg5UX3ww$GJ2h3...,True,True,2026-03-11 11:59:48.150005+00:00
56,elizabethwanjiku250@gmail.com,Elizabeth,Wanjiku,+25472474190,500044,pbkdf2_sha256$1000000$stks6noFzHOLfXW1nYJEWO$ZZzm2...,True,True,2026-03-11 11:59:43.204094+00:00
55,dianamuli929@gmail.com,Diana,Muli,+25474045283,500043,pbkdf2_sha256$1000000$KTH3EA1ATAcEJBZcUxG7st$PynzI...,True,True,2026-03-11 11:59:39.337395+00:00
54,michaelkipchoge91@gmail.com,Michael,Kipchoge,+25473185758,500042,pbkdf2_sha256$1000000$75iRjFlZDdzxpKxvZkkcD7$ZXKv3...,True,True,2026-03-11 11:59:35.473495+00:00
53,jameswanjala478@gmail.com,James,Wanjala,+25474045999,500041,pbkdf2_sha256$1000000$D94HtObIXoGVfKBOjzxaB4$oulsY...,True,True,2026-03-11 11:59:31.440456+00:00
52,patrickodero181@gmail.com,Patrick,Odero,+25475698417,500040,pbkdf2_sha256$1000000$qRNxivTBJlcXYUPIv5s0in$kwdQI...,True,True,2026-03-11 11:59:27.526047+00:00
51,rosenjeri789@gmail.com,Rose,Njeri,+25473955165,500039,pbkdf2_sha256$1000000$62903SvLWOqJOfuoMYsYnK$wXB3m...,True,True,2026-03-11 11:59:23.647800+00:00
50,lucyawuor132@gmail.com,Lucy,Awuor,+25475744529,500038,pbkdf2_sha256$1000000$jlipCuibxXJ2D4Z1cwHjMI$/z2/s...,True,True,2026-03-11 11:59:19.805415+00:00
49,davidwekesa67@gmail.com,David,Wekesa,+25477963659,500037,pbkdf2_sha256$1000000$ALx8loNchEoJaxkm6GDl7H$f8C6T...,True,True,2026-03-11 11:59:15.876970+00:00
48,sarahmutua836@gmail.com,Sarah,Mutua,+25477346242,500036,pbkdf2_sha256$1000000$SMLqu9HHtodW0H1ZL4WI4o$zrMVu...,True,True,2026-03-11 11:59:12.038002+00:00
47,jameswafula756@gmail.com,James,Wafula,+25472993151,500035,pbkdf2_sha256$1000000$zlcA0pAaHpRRKqokRma2Eo$g8VHj...,True,True,2026-03-11 11:59:08.189402+00:00
46,sharonopiyo798@gmail.com,Sharon,Opiyo,+25478004081,500034,pbkdf2_sha256$1000000$pQqrXbD9hPEUtIJ7GRpYoW$ALcIH...,True,True,2026-03-11 11:59:04.333156+00:00
45,ericchebet756@gmail.com,Eric,Chebet,+25477600831,500033,pbkdf2_sha256$1000000$AqT0acj9Fv9Zlkt41uxGOu$S056e...,True,True,2026-03-11 11:59:00.443029+00:00
44,johnmutua643@gmail.com,John,Mutua,+25472884184,500032,pbkdf2_sha256$1000000$V7zzkKE9EgZoj6DZUFvEru$jlTEQ...,True,True,2026-03-11 11:58:56.363523+00:00
43,roseouma862@gmail.com,Rose,Ouma,+25476205106,500031,pbkdf2_sha256$1000000$2XZqEchCA7px6fNZhE55cS$umxV+...,True,True,2026-03-11 11:58:52.106929+00:00
42,elizabethwanjiku385@gmail.com,Elizabeth,Wanjiku,+25473737268,500030,pbkdf2_sha256$1000000$Zm58KKXZOqXleNo5KnVQaK$qjQ7r...,True,True,2026-03-11 11:58:47.946689+00:00
41,alexnjeri82@gmail.com,Alex,Njeri,+25479043740,500029,pbkdf2_sha256$1000000$7qPSG0nOCzO6uPpKRLBvK9$wjkHx...,True,True,2026-03-11 11:58:44.101091+00:00
40,alexomondi925@gmail.com,Alex,Omondi,+25475878114,500028,pbkdf2_sha256$1000000$Ca2tip1IOrUYIgvrSeHtfs$Aty1E...,True,True,2026-03-11 11:58:40.243071+00:00
39,ericodhiambo358@gmail.com,Eric,Odhiambo,+25472715922,500027,pbkdf2_sha256$1000000$znyX1QsR8O8fH3kNLF4xXo$J9lV4...,True,True,2026-03-11 11:58:36.091915+00:00
38,jamesopiyo703@gmail.com,James,Opiyo,+25473202036,500026,pbkdf2_sha256$1000000$Dsh10ycveqdTz90TN3Efmb$wTBHg...,True,True,2026-03-11 11:58:31.990638+00:00
37,sharonnjeri835@gmail.com,Sharon,Njeri,+25478874056,500025,pbkdf2_sha256$1000000$ui7UGEsHntPVLqnivzyWT7$aQg2c...,True,True,2026-03-11 11:58:28.134831+00:00
36,estherkariuki266@gmail.com,Esther,Kariuki,+25478947395,500024,pbkdf2_sha256$1000000$eqL2TGH3TeptDQpl8XTTrs$koCsx...,True,True,2026-03-11 11:58:24.296674+00:00
35,patrickchebet46@gmail.com,Patrick,Chebet,+25476542485,500023,pbkdf2_sha256$1000000$1HQT99564mZQGSHjrZE7Nv$J7yY6...,True,True,2026-03-11 11:58:20.446097+00:00
34,annmwangi348@gmail.com,Ann,Mwangi,+25471331369,500022,pbkdf2_sha256$1000000$dIOa2IriKvIz4mR9sLSRVI$NZnLF...,True,True,2026-03-11 11:58:16.604988+00:00
33,elizabethwekesa132@gmail.com,Elizabeth,Wekesa,+25478023801,500021,pbkdf2_sha256$1000000$Aig4ce9ORrwwfx298pG74L$GN3ex...,True,True,2026-03-11 11:58:12.722985+00:00
32,ericomondi1@gmail.com,Eric,Omondi,+25479595085,500020,pbkdf2_sha256$1000000$hbwmRdy9owWcHZWEaa2VnP$uYJRd...,True,True,2026-03-11 11:58:08.855445+00:00
31,johnnjeri424@gmail.com,John,Njeri,+25472249482,500019,pbkdf2_sha256$1000000$AxSympCI1g5zd2Z83czlGV$pezHw...,True,True,2026-03-11 11:58:04.979065+00:00
30,peteromondi630@gmail.com,Peter,Omondi,+25475257306,500018,pbkdf2_sha256$1000000$3a1Rm0KhoCht9TltZ6vOnW$knfCi...,True,True,2026-03-11 11:58:00.826311+00:00
29,carolinemutua138@gmail.com,Caroline,Mutua,+25478290244,500017,pbkdf2_sha256$1000000$0WPRal9KmnmmITDLKjwAfT$/V+v4...,True,True,2026-03-11 11:57:56.937853+00:00
28,carolineokoth473@gmail.com,Caroline,Okoth,+25477712724,500016,pbkdf2_sha256$1000000$uWKgd4bnkPJXNWYPmzKtur$4Zoen...,True,True,2026-03-11 11:57:52.941551+00:00
27,lucywekesa923@gmail.com,Lucy,Wekesa,+25479723369,500015,pbkdf2_sha256$1000000$gS1vX7N4q8oZmTUB6c71GB$nFecY...,True,True,2026-03-11 11:57:49.133255+00:00
26,sarahmuli485@gmail.com,Sarah,Muli,+25473886167,500014,pbkdf2_sha256$1000000$5HP3gxolaOmiDEvGnAmeQ0$psWl4...,True,True,2026-03-11 11:57:45.334046+00:00
25,irenechebet12@gmail.com,Irene,Chebet,+25472961034,500013,pbkdf2_sha256$1000000$B2UVKcTrHnnMuTrDP9fyJ7$IjhBD...,True,True,2026-03-11 11:57:41.530359+00:00
24,ireneomondi702@gmail.com,Irene,Omondi,+25477345591,500012,pbkdf2_sha256$1000000$OOdT2yrXROV4XqEKgFZy5h$o5kOL...,True,True,2026-03-11 11:57:37.695434+00:00
23,brendamutua301@gmail.com,Brenda,Mutua,+25479171791,500011,pbkdf2_sha256$1000000$1acPzmzc2FRrZok2HIzRXr$JkNUS...,True,True,2026-03-11 11:57:33.845641+00:00
22,sarahwanjiku760@gmail.com,Sarah,Wanjiku,+25474292351,500010,pbkdf2_sha256$1000000$7kStEgmwhpyd4wSUPSs5QN$hc9KV...,True,True,2026-03-11 11:57:29.989085+00:00
21,sarahkipchoge57@gmail.com,Sarah,Kipchoge,+25473238590,500009,pbkdf2_sha256$1000000$DU0U19Z0Nlikf12OXBjnM3$gJNlk...,True,True,2026-03-11 11:57:25.725232+00:00
20,johnomondi192@gmail.com,John,Omondi,+25475273575,500008,pbkdf2_sha256$1000000$CBbOetHUoQPVfTzxE4UJp2$3olZj...,True,True,2026-03-11 11:57:21.879467+00:00
19,brendaodero361@gmail.com,Brenda,Odero,+25475261235,500007,pbkdf2_sha256$1000000$92HZSR5spakuomYDqqcBSq$CrEto...,True,True,2026-03-11 11:57:18.023073+00:00
18,brianwafula782@gmail.com,Brian,Wafula,+25471081871,500006,pbkdf2_sha256$1000000$U05kXtzuqRgaI4RNnDkp52$CVpPJ...,True,True,2026-03-11 11:57:14.169602+00:00
17,collinsouma986@gmail.com,Collins,Ouma,+25471273933,500005,pbkdf2_sha256$1000000$VTby2ROyxHcVQuy21mgSa3$Canpm...,True,True,2026-03-11 11:57:10.048366+00:00
16,elizabethchebet560@gmail.com,Elizabeth,Chebet,+25479681310,500004,pbkdf2_sha256$1000000$HSsGeSzCLHTISzETQ6aX1c$ES0Gd...,True,True,2026-03-11 11:57:06.197894+00:00
15,josephatieno984@gmail.com,Joseph,Atieno,+25475535253,500003,pbkdf2_sha256$1000000$zeXD7uDjORTBq4zRwROXNt$CNG7O...,True,True,2026-03-11 11:57:02.392926+00:00
14,faithatieno592@gmail.com,Faith,Atieno,+25478473956,500002,pbkdf2_sha256$1000000$1CEeD7ml7N8tGJAYHDrSWt$unW80...,True,True,2026-03-11 11:56:58.604858+00:00
13,alexchebet385@gmail.com,Alex,Chebet,+25479889223,500001,pbkdf2_sha256$1000000$Z7T1rtlc7FKqXGdSOx6oTj$p17Or...,True,True,2026-03-11 11:56:54.824972+00:00
12,system@tradewise.com,System,Admin,,500000,pbkdf2_sha256$1000000$6lYZV12SXKXOFvl64EUKjV$rUgDU...,True,False,2026-03-11 11:56:51.033274+00:00
11,tradewise010@gmail.com,Mesh,Mwangi,0728538660,5009,pbkdf2_sha256$1000000$3L7d5xzDbZLGxCWeNdHL1r$NBGxi...,True,False,2026-03-11 11:56:47.186000+00:00
10,manchamskools@gmail.com,Training,Web,0115721877,5008,pbkdf2_sha256$1000000$5Vv6BT24P2iNmJ6LBKR2Fu$EFCwq...,True,False,2026-03-11 11:56:43.275281+00:00
9,manchmdeveloers@gmail.com,Mkuu,Mwangi,0115721877,5007,pbkdf2_sha256$1000000$tijID8NloziwACm7m5Pnht$XoDNo...,True,False,2026-03-11 11:56:39.394764+00:00
8,baharihomeske@gmail.com,Mesh,Mpenda Haga,0115721877,5006,pbkdf2_sha256$1000000$1fv89k3kz5kqjfQLDkTb8O$YmU6v...,True,False,2026-03-11 11:56:35.539290+00:00
7,manchamthads@gmail.com,Mesh-Dev,Kingz,0115721877,5005,pbkdf2_sha256$1000000$ARJ8oAIMmKoQRz4vn3XwKa$MIrgI...,True,False,2026-03-11 11:56:31.563225+00:00
6,manchamthreds@gmail.com,Mesh-Dev,Kingz,0115721877,5004,pbkdf2_sha256$1000000$6LV5UrBbgmFeTUFZs84M0z$EoRsn...,True,False,2026-03-11 11:56:27.720939+00:00
5,manchamthreads@gmail.com,Spallis,Kinywero,0748092931,5003,pbkdf2_sha256$600000$qqqPVaFijFr7lMYb8bDBLI$KfjTHw...,True,True,2026-03-11 11:56:23.882662+00:00
4,brayanne800@gmail.com,Mesh,Mwangi,0728538660,5002,pbkdf2_sha256$1000000$pm2nmSh0Ja1SJ0XDi5Js4s$xc83b...,True,False,2026-03-11 11:56:20.012174+00:00
2,vinnieweibina@gmail.com,Bryan,Marwa,+254110731911,5001,pbkdf2_sha256$600000$ENsA3JgmVs7VJfhmZglJFY$BDDSCl...,True,True,2026-03-06 07:33:15.060863+00:00
1,meshmwangi828@gmail.com,Mesh,Kinyanjui,0115721877,5000,pbkdf2_sha256$600000$VCUEuu4dw4yHmWm9yZYdNL$p83Ib2...,True,True,2026-03-02 18:48:24.763585+00:00
